commodity,commodity_type,price,market,state,district,date
Tea,Groceries,220.95,Local Market,National Average,All,2025-05-04
Tea,Groceries,180.58,Wholesale Market,National Average,All,2025-05-04
Tea,Groceries,200.67,Government Market,National Average,All,2025-05-04
Tea,Groceries,220.36,Local Market,National Average,All,2025-05-03
Tea,Groceries,177.6,Wholesale Market,National Average,All,2025-05-03
Tea,Groceries,199.09,Government Market,National Average,All,2025-05-03
Tea,Groceries,203.38,Local Market,National Average,All,2025-05-02
Tea,Groceries,168.01,Wholesale Market,National Average,All,2025-05-02
Tea,Groceries,183.36,Government Market,National Average,All,2025-05-02
Tea,Groceries,205.36,Local Market,National Average,All,2025-05-01
Tea,Groceries,170.21,Wholesale Market,National Average,All,2025-05-01
Tea,Groceries,187.02,Government Market,National Average,All,2025-05-01
Tea,Groceries,206.97,Local Market,National Average,All,2025-04-30
Tea,Groceries,166.02,Wholesale Market,National Average,All,2025-04-30
Tea,Groceries,186.43,Government Market,National Average,All,2025-04-30
Tea,Groceries,196.76,Local Market,National Average,All,2025-04-29
Tea,Groceries,161.86,Wholesale Market,National Average,All,2025-04-29
Tea,Groceries,180.32,Government Market,National Average,All,2025-04-29
Tea,Groceries,198.06,Local Market,National Average,All,2025-04-28
Tea,Groceries,162.43,Wholesale Market,National Average,All,2025-04-28
Tea,Groceries,181.26,Government Market,National Average,All,2025-04-28
Tea,Groceries,188.35,Local Market,National Average,All,2025-04-27
Tea,Groceries,153.52,Wholesale Market,National Average,All,2025-04-27
Tea,Groceries,169.81,Government Market,National Average,All,2025-04-27
Tea,Groceries,183.57,Local Market,National Average,All,2025-04-26
Tea,Groceries,146.68,Wholesale Market,National Average,All,2025-04-26
Tea,Groceries,164.36,Government Market,National Average,All,2025-04-26
Tea,Groceries,178.93,Local Market,National Average,All,2025-04-25
Tea,Groceries,144.58,Wholesale Market,National Average,All,2025-04-25
Tea,Groceries,160.13,Government Market,National Average,All,2025-04-25
Tea,Groceries,178.34,Local Market,National Average,All,2025-04-24
Tea,Groceries,146.21,Wholesale Market,National Average,All,2025-04-24
Tea,Groceries,163.17,Government Market,National Average,All,2025-04-24
Tea,Groceries,184.2,Local Market,National Average,All,2025-04-23
Tea,Groceries,149.42,Wholesale Market,National Average,All,2025-04-23
Tea,Groceries,165.18,Government Market,National Average,All,2025-04-23
Tea,Groceries,179.89,Local Market,National Average,All,2025-04-22
Tea,Groceries,146.39,Wholesale Market,National Average,All,2025-04-22
Tea,Groceries,164.88,Government Market,National Average,All,2025-04-22
Tea,Groceries,185.46,Local Market,National Average,All,2025-04-21
Tea,Groceries,155.72,Wholesale Market,National Average,All,2025-04-21
Tea,Groceries,171.48,Government Market,National Average,All,2025-04-21
Tea,Groceries,182.24,Local Market,National Average,All,2025-04-20
Tea,Groceries,149.27,Wholesale Market,National Average,All,2025-04-20
Tea,Groceries,159.96,Government Market,National Average,All,2025-04-20
Tea,Groceries,175.45,Local Market,National Average,All,2025-04-19
Tea,Groceries,145.87,Wholesale Market,National Average,All,2025-04-19
Tea,Groceries,163.43,Government Market,National Average,All,2025-04-19
Tea,Groceries,189.73,Local Market,National Average,All,2025-04-18
Tea,Groceries,151.42,Wholesale Market,National Average,All,2025-04-18
Tea,Groceries,172.0,Government Market,National Average,All,2025-04-18
Tea,Groceries,182.75,Local Market,National Average,All,2025-04-17
Tea,Groceries,150.75,Wholesale Market,National Average,All,2025-04-17
Tea,Groceries,163.81,Government Market,National Average,All,2025-04-17
Tea,Groceries,189.3,Local Market,National Average,All,2025-04-16
Tea,Groceries,156.72,Wholesale Market,National Average,All,2025-04-16
Tea,Groceries,176.16,Government Market,National Average,All,2025-04-16
Tea,Groceries,184.83,Local Market,National Average,All,2025-04-15
Tea,Groceries,152.37,Wholesale Market,National Average,All,2025-04-15
Tea,Groceries,167.91,Government Market,National Average,All,2025-04-15
Tea,Groceries,203.2,Local Market,National Average,All,2025-04-14
Tea,Groceries,163.48,Wholesale Market,National Average,All,2025-04-14
Tea,Groceries,183.9,Government Market,National Average,All,2025-04-14
Green Tea,Groceries,353.77,Local Market,National Average,All,2025-06-12
Green Tea,Groceries,292.39,Wholesale Market,National Average,All,2025-06-12
Green Tea,Groceries,326.25,Government Market,National Average,All,2025-06-12
Green Tea,Groceries,344.33,Local Market,National Average,All,2025-06-11
Green Tea,Groceries,286.43,Wholesale Market,National Average,All,2025-06-11
Green Tea,Groceries,317.29,Government Market,National Average,All,2025-06-11
Green Tea,Groceries,373.71,Local Market,National Average,All,2025-06-10
Green Tea,Groceries,308.48,Wholesale Market,National Average,All,2025-06-10
Green Tea,Groceries,335.06,Government Market,National Average,All,2025-06-10
Green Tea,Groceries,382.82,Local Market,National Average,All,2025-06-09
Green Tea,Groceries,308.34,Wholesale Market,National Average,All,2025-06-09
Green Tea,Groceries,347.4,Government Market,National Average,All,2025-06-09
Green Tea,Groceries,384.7,Local Market,National Average,All,2025-06-08
Green Tea,Groceries,317.03,Wholesale Market,National Average,All,2025-06-08
Green Tea,Groceries,349.18,Government Market,National Average,All,2025-06-08
Green Tea,Groceries,380.22,Local Market,National Average,All,2025-06-07
Green Tea,Groceries,314.5,Wholesale Market,National Average,All,2025-06-07
Green Tea,Groceries,344.52,Government Market,National Average,All,2025-06-07
Green Tea,Groceries,377.27,Local Market,National Average,All,2025-06-06
Green Tea,Groceries,316.3,Wholesale Market,National Average,All,2025-06-06
Green Tea,Groceries,345.96,Government Market,National Average,All,2025-06-06
Green Tea,Groceries,390.89,Local Market,National Average,All,2025-06-05
Green Tea,Groceries,319.72,Wholesale Market,National Average,All,2025-06-05
Green Tea,Groceries,362.24,Government Market,National Average,All,2025-06-05
Green Tea,Groceries,386.41,Local Market,National Average,All,2025-06-04
Green Tea,Groceries,320.43,Wholesale Market,National Average,All,2025-06-04
Green Tea,Groceries,349.41,Government Market,National Average,All,2025-06-04
Green Tea,Groceries,389.93,Local Market,National Average,All,2025-06-03
Green Tea,Groceries,321.42,Wholesale Market,National Average,All,2025-06-03
Green Tea,Groceries,350.34,Government Market,National Average,All,2025-06-03
Green Tea,Groceries,395.07,Local Market,National Average,All,2025-06-02
Green Tea,Groceries,333.43,Wholesale Market,National Average,All,2025-06-02
Green Tea,Groceries,357.17,Government Market,National Average,All,2025-06-02
Green Tea,Groceries,383.01,Local Market,National Average,All,2025-06-01
Green Tea,Groceries,317.12,Wholesale Market,National Average,All,2025-06-01
Green Tea,Groceries,352.94,Government Market,National Average,All,2025-06-01
Green Tea,Groceries,381.37,Local Market,National Average,All,2025-05-31
Green Tea,Groceries,311.16,Wholesale Market,National Average,All,2025-05-31
Green Tea,Groceries,353.67,Government Market,National Average,All,2025-05-31
Green Tea,Groceries,357.15,Local Market,National Average,All,2025-05-30
Green Tea,Groceries,292.87,Wholesale Market,National Average,All,2025-05-30
Green Tea,Groceries,333.45,Government Market,National Average,All,2025-05-30
Green Tea,Groceries,372.58,Local Market,National Average,All,2025-05-29
Green Tea,Groceries,305.62,Wholesale Market,National Average,All,2025-05-29
Green Tea,Groceries,336.21,Government Market,National Average,All,2025-05-29
Green Tea,Groceries,358.16,Local Market,National Average,All,2025-05-28
Green Tea,Groceries,296.2,Wholesale Market,National Average,All,2025-05-28
Green Tea,Groceries,318.11,Government Market,National Average,All,2025-05-28
Green Tea,Groceries,363.52,Local Market,National Average,All,2025-05-27
Green Tea,Groceries,299.85,Wholesale Market,National Average,All,2025-05-27
Green Tea,Groceries,331.42,Government Market,National Average,All,2025-05-27
Green Tea,Groceries,346.13,Local Market,National Average,All,2025-05-26
Green Tea,Groceries,289.09,Wholesale Market,National Average,All,2025-05-26
Green Tea,Groceries,316.12,Government Market,National Average,All,2025-05-26
Green Tea,Groceries,339.47,Local Market,National Average,All,2025-05-25
Green Tea,Groceries,278.56,Wholesale Market,National Average,All,2025-05-25
Green Tea,Groceries,306.95,Government Market,National Average,All,2025-05-25
Green Tea,Groceries,340.35,Local Market,National Average,All,2025-05-24
Green Tea,Groceries,277.81,Wholesale Market,National Average,All,2025-05-24
Green Tea,Groceries,313.45,Government Market,National Average,All,2025-05-24
Green Tea,Groceries,345.63,Local Market,National Average,All,2025-05-23
Green Tea,Groceries,279.01,Wholesale Market,National Average,All,2025-05-23
Green Tea,Groceries,308.74,Government Market,National Average,All,2025-05-23
Green Tea,Groceries,325.63,Local Market,National Average,All,2025-05-22
Green Tea,Groceries,264.98,Wholesale Market,National Average,All,2025-05-22
Green Tea,Groceries,297.45,Government Market,National Average,All,2025-05-22
Green Tea,Groceries,325.16,Local Market,National Average,All,2025-05-21
Green Tea,Groceries,271.05,Wholesale Market,National Average,All,2025-05-21
Green Tea,Groceries,302.02,Government Market,National Average,All,2025-05-21
Green Tea,Groceries,324.96,Local Market,National Average,All,2025-05-20
Green Tea,Groceries,264.65,Wholesale Market,National Average,All,2025-05-20
Green Tea,Groceries,290.36,Government Market,National Average,All,2025-05-20
Green Tea,Groceries,353.4,Local Market,National Average,All,2025-05-19
Green Tea,Groceries,286.46,Wholesale Market,National Average,All,2025-05-19
Green Tea,Groceries,323.52,Government Market,National Average,All,2025-05-19
Green Tea,Groceries,350.44,Local Market,National Average,All,2025-05-18
Green Tea,Groceries,285.96,Wholesale Market,National Average,All,2025-05-18
Green Tea,Groceries,317.52,Government Market,National Average,All,2025-05-18
Green Tea,Groceries,343.06,Local Market,National Average,All,2025-05-17
Green Tea,Groceries,275.04,Wholesale Market,National Average,All,2025-05-17
Green Tea,Groceries,306.2,Government Market,National Average,All,2025-05-17
Green Tea,Groceries,368.71,Local Market,National Average,All,2025-05-16
Green Tea,Groceries,298.43,Wholesale Market,National Average,All,2025-05-16
Green Tea,Groceries,327.99,Government Market,National Average,All,2025-05-16
Green Tea,Groceries,358.13,Local Market,National Average,All,2025-05-15
Green Tea,Groceries,297.5,Wholesale Market,National Average,All,2025-05-15
Green Tea,Groceries,330.54,Government Market,National Average,All,2025-05-15
Green Tea,Groceries,367.23,Local Market,National Average,All,2025-05-14
Green Tea,Groceries,300.84,Wholesale Market,National Average,All,2025-05-14
Green Tea,Groceries,331.16,Government Market,National Average,All,2025-05-14
Green Tea,Groceries,387.91,Local Market,National Average,All,2025-05-13
Green Tea,Groceries,323.17,Wholesale Market,National Average,All,2025-05-13
Green Tea,Groceries,350.56,Government Market,National Average,All,2025-05-13
Green Tea,Groceries,387.71,Local Market,National Average,All,2025-05-12
Green Tea,Groceries,313.92,Wholesale Market,National Average,All,2025-05-12
Green Tea,Groceries,352.11,Government Market,National Average,All,2025-05-12
Green Tea,Groceries,394.98,Local Market,National Average,All,2025-05-11
Green Tea,Groceries,322.36,Wholesale Market,National Average,All,2025-05-11
Green Tea,Groceries,362.59,Government Market,National Average,All,2025-05-11
Green Tea,Groceries,418.02,Local Market,National Average,All,2025-05-10
Green Tea,Groceries,339.33,Wholesale Market,National Average,All,2025-05-10
Green Tea,Groceries,368.4,Government Market,National Average,All,2025-05-10
Green Tea,Groceries,397.17,Local Market,National Average,All,2025-05-09
Green Tea,Groceries,320.68,Wholesale Market,National Average,All,2025-05-09
Green Tea,Groceries,355.98,Government Market,National Average,All,2025-05-09
Green Tea,Groceries,421.12,Local Market,National Average,All,2025-05-08
Green Tea,Groceries,341.99,Wholesale Market,National Average,All,2025-05-08
Green Tea,Groceries,390.1,Government Market,National Average,All,2025-05-08
Green Tea,Groceries,416.55,Local Market,National Average,All,2025-05-07
Green Tea,Groceries,342.32,Wholesale Market,National Average,All,2025-05-07
Green Tea,Groceries,385.3,Government Market,National Average,All,2025-05-07
Green Tea,Groceries,425.97,Local Market,National Average,All,2025-05-06
Green Tea,Groceries,348.25,Wholesale Market,National Average,All,2025-05-06
Green Tea,Groceries,381.05,Government Market,National Average,All,2025-05-06
Green Tea,Groceries,427.84,Local Market,National Average,All,2025-05-05
Green Tea,Groceries,358.65,Wholesale Market,National Average,All,2025-05-05
Green Tea,Groceries,404.96,Government Market,National Average,All,2025-05-05
Green Tea,Groceries,414.71,Local Market,National Average,All,2025-05-04
Green Tea,Groceries,344.12,Wholesale Market,National Average,All,2025-05-04
Green Tea,Groceries,382.97,Government Market,National Average,All,2025-05-04
Green Tea,Groceries,417.18,Local Market,National Average,All,2025-05-03
Green Tea,Groceries,340.8,Wholesale Market,National Average,All,2025-05-03
Green Tea,Groceries,377.4,Government Market,National Average,All,2025-05-03
Green Tea,Groceries,409.98,Local Market,National Average,All,2025-05-02
Green Tea,Groceries,332.98,Wholesale Market,National Average,All,2025-05-02
Green Tea,Groceries,366.54,Government Market,National Average,All,2025-05-02
Green Tea,Groceries,387.48,Local Market,National Average,All,2025-05-01
Green Tea,Groceries,322.54,Wholesale Market,National Average,All,2025-05-01
Green Tea,Groceries,360.89,Government Market,National Average,All,2025-05-01
Green Tea,Groceries,395.09,Local Market,National Average,All,2025-04-30
Green Tea,Groceries,318.59,Wholesale Market,National Average,All,2025-04-30
Green Tea,Groceries,368.93,Government Market,National Average,All,2025-04-30
Green Tea,Groceries,391.87,Local Market,National Average,All,2025-04-29
Green Tea,Groceries,331.02,Wholesale Market,National Average,All,2025-04-29
Green Tea,Groceries,360.78,Government Market,National Average,All,2025-04-29
Green Tea,Groceries,384.34,Local Market,National Average,All,2025-04-28
Green Tea,Groceries,310.92,Wholesale Market,National Average,All,2025-04-28
Green Tea,Groceries,346.6,Government Market,National Average,All,2025-04-28
Green Tea,Groceries,384.68,Local Market,National Average,All,2025-04-27
Green Tea,Groceries,315.81,Wholesale Market,National Average,All,2025-04-27
Green Tea,Groceries,350.68,Government Market,National Average,All,2025-04-27
Green Tea,Groceries,368.76,Local Market,National Average,All,2025-04-26
Green Tea,Groceries,297.06,Wholesale Market,National Average,All,2025-04-26
Green Tea,Groceries,329.82,Government Market,National Average,All,2025-04-26
Green Tea,Groceries,372.27,Local Market,National Average,All,2025-04-25
Green Tea,Groceries,302.24,Wholesale Market,National Average,All,2025-04-25
Green Tea,Groceries,343.78,Government Market,National Average,All,2025-04-25
Green Tea,Groceries,378.49,Local Market,National Average,All,2025-04-24
Green Tea,Groceries,311.37,Wholesale Market,National Average,All,2025-04-24
Green Tea,Groceries,335.7,Government Market,National Average,All,2025-04-24
Green Tea,Groceries,357.97,Local Market,National Average,All,2025-04-23
Green Tea,Groceries,289.44,Wholesale Market,National Average,All,2025-04-23
Green Tea,Groceries,319.31,Government Market,National Average,All,2025-04-23
Green Tea,Groceries,371.63,Local Market,National Average,All,2025-04-22
Green Tea,Groceries,301.68,Wholesale Market,National Average,All,2025-04-22
Green Tea,Groceries,337.02,Government Market,National Average,All,2025-04-22
Green Tea,Groceries,354.1,Local Market,National Average,All,2025-04-21
Green Tea,Groceries,294.04,Wholesale Market,National Average,All,2025-04-21
Green Tea,Groceries,326.19,Government Market,National Average,All,2025-04-21
Green Tea,Groceries,366.71,Local Market,National Average,All,2025-04-20
Green Tea,Groceries,300.49,Wholesale Market,National Average,All,2025-04-20
Green Tea,Groceries,336.41,Government Market,National Average,All,2025-04-20
Green Tea,Groceries,387.51,Local Market,National Average,All,2025-04-19
Green Tea,Groceries,308.66,Wholesale Market,National Average,All,2025-04-19
Green Tea,Groceries,343.69,Government Market,National Average,All,2025-04-19
Green Tea,Groceries,387.1,Local Market,National Average,All,2025-04-18
Green Tea,Groceries,312.35,Wholesale Market,National Average,All,2025-04-18
Green Tea,Groceries,340.56,Government Market,National Average,All,2025-04-18
Green Tea,Groceries,380.18,Local Market,National Average,All,2025-04-17
Green Tea,Groceries,312.16,Wholesale Market,National Average,All,2025-04-17
Green Tea,Groceries,356.82,Government Market,National Average,All,2025-04-17
Green Tea,Groceries,390.55,Local Market,National Average,All,2025-04-16
Green Tea,Groceries,314.5,Wholesale Market,National Average,All,2025-04-16
Green Tea,Groceries,354.25,Government Market,National Average,All,2025-04-16
Green Tea,Groceries,398.65,Local Market,National Average,All,2025-04-15
Green Tea,Groceries,322.61,Wholesale Market,National Average,All,2025-04-15
Green Tea,Groceries,358.36,Government Market,National Average,All,2025-04-15
Green Tea,Groceries,398.64,Local Market,National Average,All,2025-04-14
Green Tea,Groceries,320.25,Wholesale Market,National Average,All,2025-04-14
Green Tea,Groceries,356.37,Government Market,National Average,All,2025-04-14
Coffee,Groceries,247.2,Local Market,National Average,All,2025-06-12
Coffee,Groceries,197.26,Wholesale Market,National Average,All,2025-06-12
Coffee,Groceries,219.14,Government Market,National Average,All,2025-06-12
Coffee,Groceries,250.07,Local Market,National Average,All,2025-06-11
Coffee,Groceries,204.73,Wholesale Market,National Average,All,2025-06-11
Coffee,Groceries,226.83,Government Market,National Average,All,2025-06-11
Coffee,Groceries,253.74,Local Market,National Average,All,2025-06-10
Coffee,Groceries,203.24,Wholesale Market,National Average,All,2025-06-10
Coffee,Groceries,227.97,Government Market,National Average,All,2025-06-10
Coffee,Groceries,255.47,Local Market,National Average,All,2025-06-09
Coffee,Groceries,208.68,Wholesale Market,National Average,All,2025-06-09
Coffee,Groceries,226.8,Government Market,National Average,All,2025-06-09
Coffee,Groceries,261.19,Local Market,National Average,All,2025-06-08
Coffee,Groceries,214.81,Wholesale Market,National Average,All,2025-06-08
Coffee,Groceries,239.7,Government Market,National Average,All,2025-06-08
Coffee,Groceries,261.91,Local Market,National Average,All,2025-06-07
Coffee,Groceries,212.85,Wholesale Market,National Average,All,2025-06-07
Coffee,Groceries,238.19,Government Market,National Average,All,2025-06-07
Coffee,Groceries,278.01,Local Market,National Average,All,2025-06-06
Coffee,Groceries,225.03,Wholesale Market,National Average,All,2025-06-06
Coffee,Groceries,249.17,Government Market,National Average,All,2025-06-06
Coffee,Groceries,258.63,Local Market,National Average,All,2025-06-05
Coffee,Groceries,210.43,Wholesale Market,National Average,All,2025-06-05
Coffee,Groceries,235.12,Government Market,National Average,All,2025-06-05
Coffee,Groceries,256.24,Local Market,National Average,All,2025-06-04
Coffee,Groceries,210.25,Wholesale Market,National Average,All,2025-06-04
Coffee,Groceries,236.53,Government Market,National Average,All,2025-06-04
Coffee,Groceries,258.86,Local Market,National Average,All,2025-06-03
Coffee,Groceries,219.21,Wholesale Market,National Average,All,2025-06-03
Coffee,Groceries,241.89,Government Market,National Average,All,2025-06-03
Coffee,Groceries,263.2,Local Market,National Average,All,2025-06-02
Coffee,Groceries,213.38,Wholesale Market,National Average,All,2025-06-02
Coffee,Groceries,236.6,Government Market,National Average,All,2025-06-02
Coffee,Groceries,248.48,Local Market,National Average,All,2025-06-01
Coffee,Groceries,204.02,Wholesale Market,National Average,All,2025-06-01
Coffee,Groceries,227.5,Government Market,National Average,All,2025-06-01
Coffee,Groceries,254.2,Local Market,National Average,All,2025-05-31
Coffee,Groceries,210.49,Wholesale Market,National Average,All,2025-05-31
Coffee,Groceries,231.96,Government Market,National Average,All,2025-05-31
Coffee,Groceries,250.42,Local Market,National Average,All,2025-05-30
Coffee,Groceries,202.05,Wholesale Market,National Average,All,2025-05-30
Coffee,Groceries,225.69,Government Market,National Average,All,2025-05-30
Coffee,Groceries,238.15,Local Market,National Average,All,2025-05-29
Coffee,Groceries,193.4,Wholesale Market,National Average,All,2025-05-29
Coffee,Groceries,217.71,Government Market,National Average,All,2025-05-29
Coffee,Groceries,224.9,Local Market,National Average,All,2025-05-28
Coffee,Groceries,185.39,Wholesale Market,National Average,All,2025-05-28
Coffee,Groceries,209.68,Government Market,National Average,All,2025-05-28
Coffee,Groceries,212.84,Local Market,National Average,All,2025-05-27
Coffee,Groceries,174.7,Wholesale Market,National Average,All,2025-05-27
Coffee,Groceries,194.62,Government Market,National Average,All,2025-05-27
Coffee,Groceries,220.02,Local Market,National Average,All,2025-05-26
Coffee,Groceries,179.25,Wholesale Market,National Average,All,2025-05-26
Coffee,Groceries,198.42,Government Market,National Average,All,2025-05-26
Coffee,Groceries,213.05,Local Market,National Average,All,2025-05-25
Coffee,Groceries,174.19,Wholesale Market,National Average,All,2025-05-25
Coffee,Groceries,196.64,Government Market,National Average,All,2025-05-25
Coffee,Groceries,210.3,Local Market,National Average,All,2025-05-24
Coffee,Groceries,170.87,Wholesale Market,National Average,All,2025-05-24
Coffee,Groceries,190.45,Government Market,National Average,All,2025-05-24
Coffee,Groceries,208.93,Local Market,National Average,All,2025-05-23
Coffee,Groceries,170.35,Wholesale Market,National Average,All,2025-05-23
Coffee,Groceries,191.02,Government Market,National Average,All,2025-05-23
Coffee,Groceries,209.33,Local Market,National Average,All,2025-05-22
Coffee,Groceries,170.47,Wholesale Market,National Average,All,2025-05-22
Coffee,Groceries,187.78,Government Market,National Average,All,2025-05-22
Coffee,Groceries,200.89,Local Market,National Average,All,2025-05-21
Coffee,Groceries,165.37,Wholesale Market,National Average,All,2025-05-21
Coffee,Groceries,189.13,Government Market,National Average,All,2025-05-21
Coffee,Groceries,195.73,Local Market,National Average,All,2025-05-20
Coffee,Groceries,160.33,Wholesale Market,National Average,All,2025-05-20
Coffee,Groceries,179.58,Government Market,National Average,All,2025-05-20
Coffee,Groceries,201.58,Local Market,National Average,All,2025-05-19
Coffee,Groceries,166.09,Wholesale Market,National Average,All,2025-05-19
Coffee,Groceries,180.76,Government Market,National Average,All,2025-05-19
Coffee,Groceries,197.52,Local Market,National Average,All,2025-05-18
Coffee,Groceries,163.01,Wholesale Market,National Average,All,2025-05-18
Coffee,Groceries,182.17,Government Market,National Average,All,2025-05-18
Coffee,Groceries,197.22,Local Market,National Average,All,2025-05-17
Coffee,Groceries,165.21,Wholesale Market,National Average,All,2025-05-17
Coffee,Groceries,181.49,Government Market,National Average,All,2025-05-17
Coffee,Groceries,211.66,Local Market,National Average,All,2025-05-16
Coffee,Groceries,170.34,Wholesale Market,National Average,All,2025-05-16
Coffee,Groceries,185.5,Government Market,National Average,All,2025-05-16
Coffee,Groceries,224.12,Local Market,National Average,All,2025-05-15
Coffee,Groceries,186.09,Wholesale Market,National Average,All,2025-05-15
Coffee,Groceries,206.25,Government Market,National Average,All,2025-05-15
Coffee,Groceries,220.37,Local Market,National Average,All,2025-05-14
Coffee,Groceries,182.3,Wholesale Market,National Average,All,2025-05-14
Coffee,Groceries,206.4,Government Market,National Average,All,2025-05-14
Coffee,Groceries,217.11,Local Market,National Average,All,2025-05-13
Coffee,Groceries,178.23,Wholesale Market,National Average,All,2025-05-13
Coffee,Groceries,196.32,Government Market,National Average,All,2025-05-13
Coffee,Groceries,237.83,Local Market,National Average,All,2025-05-12
Coffee,Groceries,193.87,Wholesale Market,National Average,All,2025-05-12
Coffee,Groceries,218.96,Government Market,National Average,All,2025-05-12
Coffee,Groceries,242.89,Local Market,National Average,All,2025-05-11
Coffee,Groceries,197.73,Wholesale Market,National Average,All,2025-05-11
Coffee,Groceries,223.64,Government Market,National Average,All,2025-05-11
Coffee,Groceries,235.87,Local Market,National Average,All,2025-05-10
Coffee,Groceries,193.58,Wholesale Market,National Average,All,2025-05-10
Coffee,Groceries,216.92,Government Market,National Average,All,2025-05-10
Coffee,Groceries,252.08,Local Market,National Average,All,2025-05-09
Coffee,Groceries,204.34,Wholesale Market,National Average,All,2025-05-09
Coffee,Groceries,231.12,Government Market,National Average,All,2025-05-09
Coffee,Groceries,242.81,Local Market,National Average,All,2025-05-08
Coffee,Groceries,204.66,Wholesale Market,National Average,All,2025-05-08
Coffee,Groceries,225.36,Government Market,National Average,All,2025-05-08
Coffee,Groceries,245.48,Local Market,National Average,All,2025-05-07
Coffee,Groceries,201.11,Wholesale Market,National Average,All,2025-05-07
Coffee,Groceries,227.35,Government Market,National Average,All,2025-05-07
Coffee,Groceries,243.0,Local Market,National Average,All,2025-05-06
Coffee,Groceries,201.37,Wholesale Market,National Average,All,2025-05-06
Coffee,Groceries,221.32,Government Market,National Average,All,2025-05-06
Coffee,Groceries,245.6,Local Market,National Average,All,2025-05-05
Coffee,Groceries,196.92,Wholesale Market,National Average,All,2025-05-05
Coffee,Groceries,223.32,Government Market,National Average,All,2025-05-05
Coffee,Groceries,231.82,Local Market,National Average,All,2025-05-04
Coffee,Groceries,190.79,Wholesale Market,National Average,All,2025-05-04
Coffee,Groceries,215.57,Government Market,National Average,All,2025-05-04
Coffee,Groceries,230.78,Local Market,National Average,All,2025-05-03
Coffee,Groceries,189.17,Wholesale Market,National Average,All,2025-05-03
Coffee,Groceries,209.92,Government Market,National Average,All,2025-05-03
Coffee,Groceries,241.28,Local Market,National Average,All,2025-05-02
Coffee,Groceries,199.74,Wholesale Market,National Average,All,2025-05-02
Coffee,Groceries,218.61,Government Market,National Average,All,2025-05-02
Coffee,Groceries,221.34,Local Market,National Average,All,2025-05-01
Coffee,Groceries,185.87,Wholesale Market,National Average,All,2025-05-01
Coffee,Groceries,206.25,Government Market,National Average,All,2025-05-01
Coffee,Groceries,226.62,Local Market,National Average,All,2025-04-30
Coffee,Groceries,182.6,Wholesale Market,National Average,All,2025-04-30
Coffee,Groceries,203.09,Government Market,National Average,All,2025-04-30
Coffee,Groceries,219.19,Local Market,National Average,All,2025-04-29
Coffee,Groceries,177.84,Wholesale Market,National Average,All,2025-04-29
Coffee,Groceries,195.95,Government Market,National Average,All,2025-04-29
Coffee,Groceries,221.8,Local Market,National Average,All,2025-04-28
Coffee,Groceries,179.12,Wholesale Market,National Average,All,2025-04-28
Coffee,Groceries,202.79,Government Market,National Average,All,2025-04-28
Coffee,Groceries,205.11,Local Market,National Average,All,2025-04-27
Coffee,Groceries,169.24,Wholesale Market,National Average,All,2025-04-27
Coffee,Groceries,188.17,Government Market,National Average,All,2025-04-27
Coffee,Groceries,198.18,Local Market,National Average,All,2025-04-26
Coffee,Groceries,161.09,Wholesale Market,National Average,All,2025-04-26
Coffee,Groceries,176.72,Government Market,National Average,All,2025-04-26
Coffee,Groceries,199.96,Local Market,National Average,All,2025-04-25
Coffee,Groceries,163.31,Wholesale Market,National Average,All,2025-04-25
Coffee,Groceries,179.87,Government Market,National Average,All,2025-04-25
Coffee,Groceries,198.82,Local Market,National Average,All,2025-04-24
Coffee,Groceries,162.55,Wholesale Market,National Average,All,2025-04-24
Coffee,Groceries,180.56,Government Market,National Average,All,2025-04-24
Coffee,Groceries,195.37,Local Market,National Average,All,2025-04-23
Coffee,Groceries,158.33,Wholesale Market,National Average,All,2025-04-23
Coffee,Groceries,179.36,Government Market,National Average,All,2025-04-23
Coffee,Groceries,178.94,Local Market,National Average,All,2025-04-22
Coffee,Groceries,148.03,Wholesale Market,National Average,All,2025-04-22
Coffee,Groceries,165.49,Government Market,National Average,All,2025-04-22
Coffee,Groceries,183.76,Local Market,National Average,All,2025-04-21
Coffee,Groceries,154.46,Wholesale Market,National Average,All,2025-04-21
Coffee,Groceries,171.09,Government Market,National Average,All,2025-04-21
Coffee,Groceries,192.31,Local Market,National Average,All,2025-04-20
Coffee,Groceries,155.4,Wholesale Market,National Average,All,2025-04-20
Coffee,Groceries,173.76,Government Market,National Average,All,2025-04-20
Coffee,Groceries,193.44,Local Market,National Average,All,2025-04-19
Coffee,Groceries,157.98,Wholesale Market,National Average,All,2025-04-19
Coffee,Groceries,174.06,Government Market,National Average,All,2025-04-19
Coffee,Groceries,191.25,Local Market,National Average,All,2025-04-18
Coffee,Groceries,155.92,Wholesale Market,National Average,All,2025-04-18
Coffee,Groceries,172.22,Government Market,National Average,All,2025-04-18
Coffee,Groceries,190.32,Local Market,National Average,All,2025-04-17
Coffee,Groceries,159.8,Wholesale Market,National Average,All,2025-04-17
Coffee,Groceries,172.37,Government Market,National Average,All,2025-04-17
Coffee,Groceries,198.53,Local Market,National Average,All,2025-04-16
Coffee,Groceries,162.81,Wholesale Market,National Average,All,2025-04-16
Coffee,Groceries,182.9,Government Market,National Average,All,2025-04-16
Coffee,Groceries,202.5,Local Market,National Average,All,2025-04-15
Coffee,Groceries,166.72,Wholesale Market,National Average,All,2025-04-15
Coffee,Groceries,184.15,Government Market,National Average,All,2025-04-15
